"company_number","index_membership","se_code","name"
10682,0,"SOWADME","Southernera Diamonds Inc"
10683,0,"SUNBC G","Sunbeach Communications"
10684,0,"THMIT U","Thistle Mining Inc"
10685,0,"SUTRA B","Surface Transforms plc"
10686,0,"NEWOPP3","New Opportunities Inv Tr"
10687,0,"ILTSOL3","ILT Solutions plc"
10688,0,"ENENE ","Enwell Energy plc"
10689,0,"TXOPPPQ","TXO plc"
10690,0,"CLZZA E","Close Brothers Dev VCT'C'"
10691,0,"THBGP I","THB Group plc"
10692,0,"PRBHLDF","Prestbury Holdings plc"
10693,0,"CENAFC2","Central African Mining & Exp"
10694,0,"CELTRR3","Celtic Resources Hldgs plc"
10695,0,"ADADA 6","Adalta Real plc"
10696,0,"ENVRECZ","Environmental Recycling Tech"
10697,0,"BAUGMA0","Baronsmead VCT'C'"
10698,2,"BEAZGB","Beazley plc"
10699,0,"EXCAIRR","Excel Airways Group plc"
10700,0,"SCOTTOI","Scott Tod plc"
10701,0,"RINGP N","RingProp plc"
10702,0,"CENVW I","Centurion Electronics plc"
10703,0,"DICLGGU","Dickinson Legg Group plc"
10704,0,"FAIGR 0","Fairpoint Group plc"
10705,0,"HIGLDML","Highland Gold Mining Ld"
10706,0,"BAREEP","Barings Emerging EMEA Opps"
10707,0,"DEXIONF","Dexion Absolute Ltd GBP"
10708,0,"JPMOSEH","JPMorgan Russian Securities"
10709,0,"VOLVER8","Volvere plc"
10710,0,"GAMJSYL","Govett Singapore Growth Fund"
10711,0,"EPICBD1","Epic Brand Investments plc"
10712,0,"JUDSCI8","Judges Scientific plc"
10713,0,"OCPHVCU","Octopus Phoenix VCT plc"
10714,0,"ALBCAPE","Albany Capital plc"
10715,0,"TWOTVL7","2 Travel Group plc"
10716,0,"JUBINVD","Jubilee Investment Trust"
10717,0,"CAPRCSZ","Capricorn Resources"
10718,0,"OCNRSHU","Ocean Resources Capital Hdgs"
10719,0,"PATGLD7","Patagonia Gold plc"
10720,0,"AERBOX0","Aerobox plc"
10721,0,"SOCCTYZ","Soccercity plc"
10722,0,"ASGRUM","Asimilar Group plc"
10723,0,"ININPIC","Industrial Multi Property Tr"
10724,0,"PEFFA E","Pennine AIM VCT plc 'C'"
10725,0,"CRTVD 1","Creative Education Corpn"
10726,0,"ACCRTNF","Accelerated Return Fund Ld"
10727,0,"CONSMNI","Consolidated Minerals Ltd"
10728,0,"DIGIBO","Digitalbox plc"
10729,2,"MITBUTZ","Mitchells & Butlers plc"
10730,0,"SECRLSW","Second Advance Value Realsn"
10731,0,"KEREMI2","Kemin Resources plc"
10732,0,"MELDXIR","Meldex International plc"
10733,0,"NOQVITO","Northumbrian Water Group plc"
10734,0,"EBTMOBU","EBT Mobile China plc"
10735,0,"CELCE X","Centurion Energy Intl"
10736,0,"BENFLD7","Benfield Group"
10737,0,"SONDX 9","Sondex plc"
10738,0,"AFREGLM","African Eagle Resources plc"
10739,0,"FAROE A","Faroe Petroleum plc"
10740,0,"CATEIN","Catenae Innovation plc"
10741,0,"DARTY P","Darty plc"
10742,0,"CUSVISF","CustomVis plc"
10743,0,"HIHIBUJ","hibu plc"
10744,0,"AFRDMDP","African Diamonds plc"
10745,0,"ORHTS 5","Orad Hi-Tec Systems Ltd"
10746,0,"FUTURAK","Futura Medical plc"
10747,0,"ESVAS A","ESV A/S"
10748,0,"SPRDOON","Springdoo plc"
10749,0,"ANEI  L","Antrim Energy Inc"
10750,0,"TELGLD4","Tellings Golden Miller Group"
10751,0,"CAMBMIF","Cambrian Mining plc"
10752,0,"CHINWIO","China Western Investments"
10753,0,"MICAP A","Micap plc"
10754,0,"DESVSNA","Designer Vision Group plc"
10755,0,"TATQN *","Tarquin Resources plc"
10756,0,"UILLTD","UIL Ltd"
10757,0,"INFNICT","Infonic plc"
10758,0,"AVACT F","Avacta Group plc"
10759,0,"ARCHPRF","Archipelago Resources plc"
10760,0,"CURID A","Curidium Medica plc"
10761,0,"EPESPO","EPE Special Opportunities"
10762,0,"CRYPLTP","CryptoLogic Ltd"
10763,0,"CLIMA D","Climate Exchange plc"
10764,0,"UNSIT K","United Utilities plc 'A'"
10765,0,"BRSLONT","Bristol & London plc"
10766,0,"ADASMNY","Adastra Minerals Inc"
10767,0,"RAOO  S","Randgold Resources"
10768,0,"REAGOFK","Real Good Food plc"
10769,0,"BEID  U","Bema Gold Corporation"
10770,2,"VINCAC","VinaCapital Vietnam Opp Fund"
10771,0,"TRISTTP","Tri-Star Resources plc"
10772,2,"IPGROU0","IP Group plc"
10773,0,"WOBM  L","Wolfson Microelectronics"
10774,0,"CHAMPNM","Champion plc"
10775,0,"PETKZKZ","Petrokazakhstan Inc"
10776,0,"CONYGRZ","Conygar Investment Co plc"
10777,0,"DEXIONF","Dexion Absolute 'C'"
10778,0,"LALGB N","Langbar International Ltd"
10779,0,"IMMUPH*","ImmuPharma plc"
10780,-1,"MELINP","Melrose Industries plc"
10781,0,"ISISPRP","ISIS Property Trust"
10782,0,"OCEPTC*","Ocean Power Technlgs'Accred'"
10783,0,"OCEPTC*","Ocean Power Technologies"
10784,0,"ROMAG L","Romag Holdings plc"
10785,0,"YANGLD6","Yamana Gold Inc"
10786,0,"PRMING","Premier Miton Global Renewbl"
10787,0,"ALEAZZJ","Alea Group Hldgs (Bermuda)"
10788,2,"ASUPLC","Assura plc"
10789,0,"CBNGGGV","CBG Group"
10790,0,"STRGT Y","Straight plc"
10791,0,"CLPHHH8","Clapham House Group (The)"
10792,0,"MONMOBA","Monstermob Group"
10793,0,"NETWAAM","Network Limited"
10794,0,"TRNSBRB","Trans-Siberian Gold"
10795,0,"ERINCOA","Erinaceous Group plc"
10796,0,"ACCITLR","Access Intelligence plc"
10797,0,"FUNTEHI","Fun Technologies Inc"
10798,0,"MARKNDY","Marakand Minerals"
10799,0,"VEDLM W","Vedanta Resources plc"
10800,0,"PIXLGYO","Pixology plc"
10801,0,"BRZDMD9","Brazilian Diamonds"
10802,0,"CENPRC2","Center Parcs (UK) Group plc"
10803,0,"SINPHA","Sinclair Pharma plc"
10804,0,"EURMNGD","Eureka Mining plc"
10805,0,"BURREN3","Burren Energy plc"
10806,0,"THRAGI","365 Agile Group plc"
10807,0,"ASSTCOP","AssetCo plc"
10808,0,"MEREPI4","Mercer Resources plc"
10809,0,"IMMEAQ","Immediate Acquisition plc"
10810,0,"CRSEGRU","Croma Security Solutions Grp"
10811,3,"ABPITL","abrdn Property Income Trust"
10812,3,"GLOTPL","Global Opportunities Trust"
10813,0,"BKNC  8","BKN International AG"
10814,0,"BWAGP K","BWA Group plc"
10815,0,"CILFT 3","City Lofts Group plc"
10816,0,"JAPAPFG","Japanese Acclrt Perform Fund"
10817,0,"JUGLG 9","Jupiter Global Green Red Shr"
10818,0,"JUGLG 9","Jupiter Global Green Ptg Sub"
10819,0,"STRRTLB","Strategic Retail plc"
10820,0,"VISGRPS","Vista Group plc"
10821,0,"NAPRBWZ","Napier Brown Foods plc"
10822,0,"HUMGRP9","Humberts Group plc"
10823,0,"SCTPET1","ScotOil Petroleum Ltd"
10824,0,"HENDEPA","Henderson Group plc"
10825,0,"ARICOMB","Aricom plc"
10826,0,"KERX  9","Keryx Biopharmaceuticals Inc"
10827,0,"TITIN P","Tinopolis plc"
10828,0,"EIRXX I","EiRx Therapeutics plc"
10829,0,"INVU  Y","Invu Inc 'Com Stk'"
10830,0,"INVUP X","Invu plc"
10831,0,"QUHG  L","Quarto Group Inc"
10832,0,"JPLWSEL","JPMorganFlem Elect 'ManIncC'"
10833,0,"EVEVERG","Evergreen Securities plc"
10834,0,"JPLWSEL","JPMorgan Elect'ManCsh'"
10835,0,"JPLWSEL","JPMorganFlem Elect 'ManGr C'"
10836,0,"BKNC  8","Bkn International'BrShs'"
10837,0,"MINRCSG","Minerva Resources plc"
10838,0,"LEGECOA","Legend Communications plc"
10839,0,"CAMCAPW","Camelot Capital plc"
10840,0,"SUPCRT5","Supercart plc"
10841,0,"CLSEHG4","Close High Income Props'C'"
10842,0,"AVNGNW6","Avesco plc"
10843,0,"DERMASW","Dermasalve Sciences plc"
10844,0,"THMREU7","Thames River Mlt Hedge GBP"
10845,0,"THMREU7","Thames River Mlt Hedge EUR"
10846,0,"CSRPLCN","CSR plc"
10847,0,"CIVCA 5","Civica plc"
10848,0,"TOREXRK","Torex Retail plc"
10849,0,"MEDOROY","Medoro Resources Ltd"
10850,0,"PREMVE","Premier Veterinary Group plc"
10851,0,"INTGMGK","Interactive Gaming plc"
10852,0,"REFLXAH","Reflexion Cosmetics plc"
10853,0,"CRAWSHD","Crawshaw Group plc"
10854,0,"GISY  5","Gippsland Limited"
10855,0,"ZOLTAV7","Zoltav Resources Inc"
10856,0,"CENTURH","Centaur Media plc"
10857,0,"DEBAGBZ","Debt Advisor Group (The) plc"
10858,0,"VISME D","Vision Media Group plc"
10859,0,"MXCAPI","MXC Capital Ltd"
10860,0,"ROCKUKX","Rock Solid Images plc"
10861,0,"ORIRL T","Oriel Resources plc"
10862,0,"SPIRL *","SpiriTel plc"
10863,0,"RABCPPH","RAB Capital plc"
10864,0,"ANGLE O","Angle plc"
10865,0,"MONYBXJ","Moneybox plc"
10866,0,"OMEGDI7","Omega Diagnostics Group plc"
10867,0,"HECLDGV","Healthcare Holdings plc"
10868,0,"EUEFDSY","European Goldfields Limited"
10869,0,"EIRCMGD","eircom Group plc"
10870,0,"INHOUSG","In House Group plc"
10871,0,"NAMBNR*","Namibian Resources plc"
10872,0,"COBCPTD","Cobra Capital Ltd"
10873,0,"ALBDON8","Albidon Ltd"
10874,0,"GOLDSN0","Goldstone Resources Ltd"
10875,0,"CELAF 3","Central African Gold plc"
10876,0,"AWDITHU","Award International Hldgs"
10877,0,"SKYCPEE","Sky Capital Enterprises'B'"
10878,0,"SKYCPEE","Sky Capital Enterprises'A'"
10879,0,"ATTSYSC","AttentiV Systems Group plc"
10880,0,"AZTECRA","Aztec Resources Ltd"
10881,0,"ENKPL E","ENK plc"
10882,0,"POLRONA","Polaron plc"
10883,0,"CATLINT","Catlin Group Ld"
10884,0,"FLORTW8","Floors 2 Go plc"
10885,0,"HELCOM5","Healthcare Communications Gr"
10886,3,"DIGNEX1","Dignity plc"
10887,0,"IMPEGYE","Imperial Energy Corporation"
10888,0,"SOSTAF7","South Staffordshire plc"
10889,0,"MIGOPP","MIGO Opportunities Trust plc"
10890,0,"ROBINSI","Robinson plc"
10891,0,"TITERPK","Titan Europe plc"
10892,0,"TOLMICN","Toledo Mining Corporation"
10893,0,"OMEGA F","Omega International Group"
10894,0,"PAYSAF","Paysafe Group plc"
10895,0,"PKLH  0","PKL Holdings plc"
10896,0,"VISONCQ","Visonic Ltd"
10897,0,"BAYDONT","Baydonhill plc"
10898,0,"SORVS H","Sovereign Reversions plc"
10899,0,"DEXEQY7","Dexion Equity Alternative Ld"
10900,0,"ELDD  N","Elcom International Inc"
10901,0,"ELDD  N","Elcom International Inc RegS"
10902,0,"GCMRE W","GCM Resources plc"
10903,0,"BELTLCR","Belgravia Telecom Ltd"
10904,0,"YORKPH6","York Pharma plc"
10905,0,"BLCKSHR","Block Shield Corporation"
10906,0,"BBIHLDS","BBI Holdings plc"
10907,0,"SYNARBL","Synarbor plc"
10908,0,"TAVINV0","Tavistock Investments plc"
10909,0,"DEALOGR","Dealogic Holdings plc"
10910,0,"AQUILOO","Aquilo plc"
10911,0,"PINGRP","Pinewood Group plc"
10912,0,"CNGTRV5","CNG Travel Group"
10913,0,"SHEGRO","Shearwater Group plc"
10914,0,"ALLTRUK","Alltrue Investments plc"
10915,0,"BROKNTG","Broker Network Holdings"
10916,0,"NEWPTNR","Newport Networks Group plc"
10917,0,"SOLITCN","Solar Integrated Techs Inc"
10918,0,"STRENGU","Star Energy Group plc"
10919,0,"TECHC 4","Techcreation plc"
10920,2,"CACGP D","C&C Group plc"
10921,3,"CHSNRAM","Chesnara plc"
10922,0,"BRAEMA0","Braemar Group plc"
10923,0,"OAKDENP","Oakdene Homes plc"
10924,0,"URBAN 5","Urban Dining plc"
10925,0,"LOCRDO8","Local Radio Company (The)"
10926,0,"WYNSTYC","Wynnstay Group plc"
10927,0,"TELUNT7","Teleunit S.p.A"
10928,0,"MICMSHI","Michelmersh Brick Holdings"
10929,0,"UMBRO 9","Umbro plc"
10930,0,"GREENF5","Greenfield Construction Gp"
10931,0,"ZEPENE","Zephyr Energy plc"
10932,3,"BMOREI","BMO Real Estate Invs Ltd"
10933,3,"HALFRD6","Halfords Group"
10934,0,"SONGBDY","Songbird Estates plc"
10935,0,"MKMGP *","MKM Group plc"
10936,0,"AFERPL","Aferian plc"
10937,0,"REVRQ R","Real Estate Investors"
10938,0,"ALTYGO","AltynGold plc"
10939,0,"MULMDAU","Multimedia Television plc"
10940,0,"ITMPW Y","ITM Power plc"
10941,0,"ATHRESD","ATH Resources plc"
10942,0,"BIOFULO","Biofuels Corporation"
10943,0,"PAVLM S","Pavilion Insurance Network"
10944,0,"SECORAS","Secora plc"
10945,0,"INDEPMA","Independent Media Support"
10946,0,"EURIVSM","Eurocastle Investment Ltd"
10947,0,"BRADEXK","Brady plc"
10948,0,"PRPXS R","Provexis plc"
10949,0,"OFFBOF1","Office2office plc"
10950,0,"XNCHCKZ","XN Checkout Holdings plc"
10951,0,"ASHHLD9","Ashcourt Holdings plc"
10952,0,"PALDRID","Palandri Ltd"
10953,0,"NORWODQ","Norwood Immunology Ltd"
10954,0,"KIRKGDU","Kirkland Lake Gold Inc"
10955,0,"EXCZZZK","EXC plc"
10956,0,"VECGRP*","Vectura Group plc"
10957,0,"GEGETMS","getmobile europe plc"
10958,0,"RCGHLD8","RCG Holdings Ltd"
10959,0,"PROLGCW","Prologic plc"
10960,0,"PFIINF9","PFI Infrastructure Co, The"
10961,0,"PLNHLHQ","Plant Health Care plc"
10962,0,"ELEEG 0","Elevation Events Group"
10963,2,"RUFFIN1","Ruffer Investment'Prf'"
10964,0,"DEXIONF","Dexion Absolute 'C'"
10965,0,"REARES6","Reabold Resources plc"
10966,0,"UNICLRG","United Clearing plc"
10967,0,"INSETCO","Insetco plc"
10968,0,"MCSAAAQ","M&C Saatchi plc"
10969,2,"NCCGP X","NCC Group plc"
10970,0,"SPECII","Specialist Inv Properties"
10971,0,"PDPORTN","PD Ports plc"
10972,0,"STVZK C","Strategic Global Investments"
10973,0,"BAOPEL*","Baron Oil plc"
10974,0,"ALMELD","Alien Metals Ltd"
10975,0,"PLGLF X","Playgolf (Holdings) plc"
10976,0,"LIBCAPF","Libertas Capital Group"
10977,0,"PLSNETW","PlusNet plc"
10978,0,"PHGLRE","Phoenix Global Resources plc"
10979,0,"CACOILQ","Cambrian Oil & Gas plc"
10980,0,"BETSPR8","BETonSPORTS plc"
10981,0,"MOBILTD","Mobile Tornado Group plc"
10982,3,"SCHREA2","Schroder Real Estate Inv Tr"
10983,0,"NELLTDX","Nelson Resources Ltd"
10984,0,"FINIREO","Finance Ireland plc"
10985,0,"BOOGRPS","Booker Group plc"
10986,0,"PRSENYB","President Energy plc"
10987,0,"EUROG J","Eurogold plc"
10988,0,"HAMWTHB","Hamworthy plc"
10989,2,"PRMFODD","Premier Foods plc"
10990,0,"ETWOV O","e2v technologies plc"
10991,0,"CLRSPDY","ClearSpeed Technology plc"
10992,0,"TRLELCL","TRL Electronics plc"
10993,0,"VIRMOB5","Virgin Mobile (Holdings) UK"
10994,0,"COZARTY","Cozart plc"
10995,0,"DIPGP 6","Disperse Group"
10996,0,"SMSML O","Smallbone plc"
10997,0,"ZAMRESA","Zambezi Resources Ltd"
10998,0,"GENEP Z","Genesis Petroleum Corp"
10999,0,"TEGEN W","TEG Group (The) plc"
11000,0,"VICOILO","Victoria Oil & Gas plc"
11001,0,"NORSPAC","Norman 95 S.p.A"
11002,0,"FRNKELE","Frenkel Topping Group plc"
11003,0,"NIPSONW","Nipson Digital Printing Sys"
11004,0,"PHOSPHX","Phosphagenics Ltd"
11005,3,"NANGROZ","Nanoco Group plc"
11006,0,"TRACTCA","Traction Technology plc"
11007,0,"CRAVENB","Craven House Capital plc"
11008,0,"OCTOPEI","Octopus Eclipse VCT plc"
11009,0,"GRNXP J","Greystar Resources Ltd"
11010,0,"WHIENR3","White Star Energy plc"
11011,0,"ONDINE8","Ondine Biomedical Inc"
11012,0,"CONVAL6","Conival plc"
11013,0,"AZDYN 6","Azure Dynamics Corporation"
11014,0,"GRIAFFL","Grafenia plc"
11015,0,"RDIREI","RDI REIT plc"
11016,0,"AMTIVTZ","Amati VCT 2 plc"
11017,0,"EQSPL *","Equity Special Situations Ld"
11018,0,"NICHE W","Niche Group plc"
11019,0,"MITNGRL","Miton Group plc"
11020,0,"RURLECW","Rurelec plc"
11021,0,"LEXGOL","Lexington Gold Ltd"
11022,0,"HYDDC R","HydroDec Group plc"
11023,0,"MOTIV Q","Motivcom plc"
11024,0,"HOMBUY*","Homebuy Group'A' plc"
11025,0,"SPICE L","Spice plc"
11026,0,"VATGOLF","Vatukoula Gold Mines plc"
11027,0,"MEDSRFW","Mediasurface plc"
11028,0,"VSAACP8","VSA Capital Group plc"
11030,0,"BUSDRCC","Business Direct Group plc"
11031,0,"CUBUS H","Cubus Lux plc"
11032,0,"AXINT U","Axis Intermodal plc"
11033,0,"WRRTH C","Wraith plc"
11034,0,"FRONTMJ","Frontier Mining Ltd"
11035,0,"ELKDIAB","Elkedra Diamonds NL"
11036,0,"LEIGMG9","Leisure & Gaming plc"
11037,0,"ROCOL 6","Roc Oil Company Ltd"
11038,0,"GULKEYU","Gulf Keystone Petroleum Ltd"
11039,0,"OXFDTD4","Oxford Technology 4 VCT"
11040,0,"AUGEANM","Augean plc"
11041,0,"SMATE P","Smart Telecom plc"
11042,0,"REDSQ 0","Red Squared plc"
11043,0,"TRNVSNR","Transvision Resources plc"
11044,0,"CRCPLN6","Crucial Plan plc"
11045,3,"BLACGRN","BlackRock Greater Europe IT"
11046,0,"CASPEI1","Caspian Energy Inc"
11047,3,"PAYPNT0","PayPoint plc"
11048,1,"ADMGRPS","Admiral Group plc"
11049,0,"VYKEC D","Vyke Communications plc"
11050,0,"INVPITL","INVESCO Property Income Tr"
11051,0,"TELMTN4","Telephone Maintenance Group"
11052,0,"ORMTLRB","Orsu Metals Corporation"
11053,0,"TVBA  6","TV-Loonland AG"
11054,0,"LOMBRKL","Lombard Risk Management plc"
11055,0,"BDIMNG6","BDI Mining Corporation"
11056,0,"EASBIN","Eastbridge Investments plc"
11057,0,"BEGBESU","Begbies Traynor Group"
11058,0,"WIWNN E","WIN plc"
11059,0,"LANGPK1","Langley Park Investment Trst"
11060,0,"WECOAL5","Western Coal Corporation"
11061,0,"ALBGROJ","Albion Income & Growth VCT"
11062,0,"MOBEUS8","Mobeus Income & Growth VCT"
11063,0,"PEALSTI","Pearl Street Holdings"
11064,0,"ECRMINR","ECR Minerals plc"
11065,0,"ALGTHPL","Allergy Therapeutics plc"
11066,0,"SAREUML","Sareum Holdings plc"
11067,0,"XLTECHX","XL TechGroup Inc"
11068,0,"ISLBRNH","Islamic Bank of Britain"
11069,0,"ORCITCV","Orca Interactive Ltd"
11070,0,"SUMTHE","Summit Therapeutics plc"
11071,0,"FALKOI6","Falkland Oil & Gas Ltd"
11072,0,"CHMTSTU","Chameleon Trust plc"
11073,0,"WAMLTD","Wameja Ltd"
11074,0,"CIRCOLN","Circle Oil plc"
11075,0,"DANSTW9","Daniel Stewart Securities"
11076,0,"DELGRPM","Delling Group plc"
11077,0,"SMRFCS0","smartFOCUS Group plc"
11078,0,"CONEXIS","Conexion Media Group plc"
11079,0,"JELFGPJ","Jelf Group plc"
11080,0,"METXUKO","Metals Exploration plc"
11081,0,"HILSTNC","Hill Station plc"
11082,0,"BIDSTG","Bidstack Group plc"
11083,0,"SYNGEN6","Synairgen plc"
11084,0,"BLUCPS2","Blue Star Capital plc"
11085,0,"NEOSREI","NEOS Resources plc"
11086,0,"CLKWEL6","Clerkenwell Ventures plc"
11087,0,"JESSOPT","Jessops plc"
11088,0,"HARAVP","Hargreave Hale AIM VCT plc"
11089,0,"ISISMDP","Isis Medical Technology plc"
11090,0,"BAUGMBZ","Baronsmead VCT 2 plc 'C'"
11091,0,"JUPTSER","Jupiter 2nd Enhanced Inc Tr"
11092,0,"JUPTSS*","Jupiter 2nd Split Grd"
11093,0,"EMPIA L","Empresaria Group plc"
11094,0,"PRINCPD","Principle Capital Hldgs S.A."
11095,0,"WRWRESE","W Resources plc"
11096,0,"SUBSEAQ","Subsea Resources plc"
11097,0,"DXSVC 6","DX Services plc"
11098,0,"DEFCPRC","Defined Capital Return Fund"
11099,0,"RESTORR","Restore plc"
11100,0,"CELHEA","Cello Health plc"
11101,0,"EMRGUKS","Emerging UK Investments plc"
11102,0,"ASCRCSS","Ascent Resources plc"
11103,0,"INTMDVO","Intnl Medical Devices plc"
11104,0,"EUROLG9","Europa Oil & Gas (Holdings)"
11105,0,"LODRESR","Lodore Resources Inc"
11106,0,"PHONXIW","Phoenix IT Group"
11107,0,"CLRTCNB","ClearStream Technologies Grp"
11108,0,"AFRCPRU","African Copper plc"
11109,0,"CARFRCV","Careforce Group plc"
11110,0,"IDMOS 5","IDMoS plc"
11111,0,"WESTHOQ","Westhouse Holdings plc"
11112,0,"VANDMN0","Van Dieman Mines plc"
11113,0,"MAXHLDD","Maxima Holdings plc"
11114,0,"CERPWR3","Ceres Power Holdings plc"
11115,0,"AMEDEO4","Amedeo Resources plc"
11116,0,"CONWERE","Cornwell Mgt Consultants plc"
11117,0,"DEXNTDW","Dexion Trading Ltd"
11118,0,"SIRPETN","Sirius Petroleum plc"
11119,0,"MICEMVB","MicroEmissive Displays Group"
11120,0,"INCAT W","INCAT International plc"
11121,0,"INION C","Inion Oy"
11122,0,"CCOGRP","CloudCoCo Group plc"
11123,0,"GROVEN9","Grove Energy Ltd"
11124,0,"BADJG V","Ballarat Goldfields N.L."
11125,0,"SOLANAB","Solana Resources Ltd"
11126,0,"CHINOGF","China Nonferrous Gold Ltd"
11127,0,"DOWNIV0","Downing Income VCT 4 plc"
11128,0,"ANDTEXD","Andor Technology plc"
11129,0,"KELGR I","Kellan Group plc"
11130,0,"HESTR H","Healthstar Group plc"
11131,0,"PRMRS 4","Premier Research Group plc"
11132,0,"HSGBLAZ","HSBC Global Absolute 'USD'"
11133,0,"HSGBLAZ","HSBC Global Absolute Stl Hdg"
11134,0,"FORSTEM","Foresight 5 VCT plc"
11136,0,"RABSS F","Raymarine plc"
11137,0,"GATKKKJ","Gatekeeper Systems Inc'RegS'"
11138,0,"HERPACY","Hermes Pacific Investments"
11139,0,"BOASS 2","Bowleven plc"
11140,0,"DULLLLW","Dunn-Line plc"
11141,0,"GOLSSSQ","Goals Soccer Centres plc"
11142,0,"ISLGFF7","Island Oil & Gas plc"
11143,0,"STGROUB","Staffline Group plc"
11144,0,"STRATGW","Stratmin Global Resources"
11146,0,"CHAENR","Challenger Energy Group plc"
11147,0,"EQUATX7","Equator Exploration Ltd"
11148,0,"MALVER","Malvern International plc"
11150,0,"TERRRR9","Telephonetics plc"
11151,0,"MAGNARX","Magna Investments plc"
11152,0,"ARINTEV","ArmorGroup International plc"
11153,0,"ARTPLC9","Artemis VCT plc"
11154,0,"SYNCHR9","Synchronica plc"
11155,0,"AMANMGB","Amara Mining plc"
11156,0,"MILSCI8","Millbrook Scientific Instmts"
11157,0,"MIFENAT","Mineral & Financial Invs Ltd"
11158,0,"OROSRF8","Orosur Mining Inc"
11159,0,"LENXH A","Lennox Holdings plc"
11160,0,"SASND R","Sanderson Group plc"
11161,0,"ASASP H","Ascribe plc"
11162,0,"ALPRET6","Alpha Returns Group plc"
11163,0,"MAZPP A","Maintel Holdings plc"
11164,0,"PHASS 8","Physiomics plc"
11165,0,"PUEOO H","Pure Wafer plc"
11166,1,"ENTAIN","Entain plc"
11167,0,"HAWOGP","Harland & Wolff Group Hldgs"
11168,0,"QUFOO Y","QuestAir Technologies Inc"
11169,3,"ESKENL","Esken Ltd"
11170,0,"PHOCORM","Phorm Corporation Ltd"
11171,0,"ANKRR 1","Anker plc"
11172,0,"JARSRSS","Jarvis Securities plc"
11173,0,"FLUORIF","Fluormin plc"
11174,0,"IMMDGNP","Immunodiagnostic Systems Hld"
11175,0,"FORSGBU","Foresight 2 VCT plc"
11176,0,"LOCHAQQ","Lochard Energy Group plc"
11177,0,"SERVBNL","SerVision plc"
11178,0,"SPACVD0","SpaceandPeople plc"
11179,0,"MYTMT D","MyTravel Group plc 'A'&'Cnv'"
11181,0,"GATKKKJ","Gatekeeper Systems Inc'Acrd'"
11182,0,"INTEBKI","Interbulk Group plc"
11183,0,"BUGPFIN","Bulgarian Property Devts"
11184,0,"ZEDPP P","Zetar plc"
11185,0,"MEOIL G","Medoil plc"
11186,0,"UNIAMBI","Unicorn AIM VCT II plc"
11187,0,"DROMES9","Dromana Estate Ltd"
11188,0,"CRNNT Z","Crescent Technology Ventures"
11189,0,"HARDYAX","Hardy Amies plc"
11190,0,"TOTRP J","Tower Resources plc"
11191,0,"PETOLA3","PetroLatina Energy plc"
11192,0,"WYNDHYC","Wyndham York plc"
11193,0,"OPTENTC","Optimistic Entertainment plc"
11194,0,"GABHHIP","Gable Holdings Inc"
11195,0,"COASENM","Coastal Energy Company"
11196,0,"MINCRPF","Mincorp plc"
11197,0,"EPALIMA","e-pay Asia Ltd"
11198,0,"VOLLERL","Voller Energy Group plc"
11199,0,"FUSIP 2","Fusion IP plc"
11200,0,"CARCARU","Carter & Carter Group plc"
11201,0,"BLCRVN8","Black Raven Properties plc"
11202,0,"CORDRS3","Cordillera Resources plc"
11203,0,"ADDWRT3","Addworth plc"
11204,0,"TERSUSU","Tersus Energy"
11205,0,"ZENHYGA","Zenith Hygiene Group"
11206,0,"ADVPI Y","Advantage Propty Inc Tr(The)"
11207,0,"SITHLHF","Sitka Health Fund VCT 'C1'"
11208,0,"ERCAL R","Eredene Capital plc"
11209,0,"AFRMRS9","African Minerals Ltd"
11210,0,"AGRTRR2","Agriterra Ltd"
11211,0,"FRAME Q","Frame 1 plc"
11212,0,"NEPCALH","Neptune-Calculus Inc&Gr VCT"
11213,0,"UKRPR V","Ukrproduct Group Ltd"
11214,0,"REEH  F","Renewable Energy Holdings"
11215,0,"SINASNM","Sino-Asia Mining & Resources"
11216,0,"PEFFI R","Pennine AIM VCT 5 plc"
11217,0,"QUADFI4","Quadrise Fuels International"
11218,0,"LATG  0","La Tasca Group"
11219,0,"IONESTH","Ionian Estates plc"
11220,0,"SUUS  T","Sumus plc"
11221,0,"UNCARPH","United Carpets Group"
11222,0,"ALNER U","Alternative Networks plc"
11223,0,"GRUIN E","GruppeM Investments plc"
11224,0,"NEUTH T","NeutraHealth plc"
11225,0,"URAHOL","URA Holdings plc"
11226,0,"MAVINGA","Maven Income & Growth VCT 4"
11227,0,"ADMINDH","Adamind Ltd"
11228,0,"EDENVI*","Edenville Energy plc"
11229,0,"CORCEL","Corcel plc"
11230,0,"TAXSYS","Tax Systems plc"
11231,0,"HEHER L","Herencia Resources plc"
11232,0,"MEDZST3","MediaZest plc"
11233,0,"NOSTOGS","Nostra Terra Oil & Gas Co"
11234,0,"CLENC U","Close Enhanced Commodities"
11235,0,"TAPINC6","Tapestry Investment Co PCC"
11236,0,"KIHOLT","Kingswood Holdings Ltd"
11237,0,"ABRTTSC","Absolute Return Trust Ld"
11238,0,"WATEINQ","Water Intelligence plc"
11239,0,"BAUGMA0","Baronsmead VCT 'C'"
11240,0,"CHIRES1","Chian Resources plc"
11241,0,"SMSOPL","Smartspace Software plc"
11242,0,"MOBILW7","MobileWave Group plc"
11243,0,"MERCGRN","Merchant Securities Group"
11244,0,"UKOGPL","UK Oil & Gas plc"
11245,0,"ALNVIDK","All New Video plc"
